Event.Nr CDA.nSCR CDA.Latency CDA.AmpSum CDA.SCR CDA.ISCR CDA.PhasicMax CDA.Tonic TTP.nSCR TTP.Latency TTP.AmpSum Global.Mean Global.MaxDeflection Event.Name EmoId ExpId VideoId ParticipantId OverUnder Participant Sex Age Language RepId
104 2 2.375 0.0629 0.0081 0.39 0.7359 9.0762 2 2.25 0.0351 9.0894 0.027 16 happy Ov1 1535 047f29ee o 47 f 29 ee 3
105 2 2.438 0.0554 0.0071 0.3397 0.4147 8.9799 0 NA 0 9.0654 0.0098 21 surprise Ov1 1535 047f29ee o 47 f 29 ee 3
106 1 3 0.0302 0.0041 0.1948 0.2885 8.9 0 NA 0 9.0079 0.0039 22 anger Ov2 1535 047f29ee o 47 f 29 ee 4
107 4 1.125 0.0811 0.0102 0.4884 0.4139 8.8535 1 3.438 0.0199 8.9313 0.0134 26 disgust Ov2 1535 047f29ee o 47 f 29 ee 4
108 1 2 0.0153 0.0044 0.2132 0.1731 8.8151 0 NA 0 8.8687 0.0015 25 neutral Ov2 1535 047f29ee o 47 f 29 ee 4
109 1 1.375 0.0267 0.0025 0.1193 0.3484 8.7731 1 1.188 0.0122 8.8071 0.0145 27 fear Ov2 1535 047f29ee o 47 f 29 ee 4
110 1 2.25 0.0104 0.002 0.0976 0.1499 8.6976 0 NA 0 8.7261 9e-4 24 sad Ov2 1535 047f29ee o 47 f 29 ee 4
111 0 NA 0 0 0 0.0985 8.6452 0 NA 0 8.659 9e-4 23 happy Ov2 1535 047f29ee o 47 f 29 ee 4
112 1 3.062 0.0102 7e-4 0.0322 0.1986 8.5698 0 NA 0 8.5925 0.0022 28 surprise Ov2 1535 047f29ee o 47 f 29 ee 4
113 2 2.375 0.1407 0.0184 0.8826 0.6889 8.531 1 1.562 0.1457 8.5746 0.1232 18 neutral Ov1 1535 047f29ee o 47 f 29 ee 5
114 1 2.938 0.0107 0.0046 0.223 0.162 8.5387 0 NA 0 8.6245 0.0017 20 fear Ov1 1535 047f29ee o 47 f 29 ee 5
115 1 1.438 0.0106 0.0012 0.0592 0.1762 8.5533 0 NA 0 8.607 0.0065 17 sad Ov1 1535 047f29ee o 47 f 29 ee 5
116 1 2.187 0.0228 0.0053 0.253 0.2519 8.5401 0 NA 0 8.5682 0.0149 21 surprise Ov1 1535 047f29ee o 47 f 29 ee 5
117 1 1.688 0.0205 0.0039 0.1862 0.2203 8.4934 0 NA 0 8.5182 0.0046 15 anger Ov1 1535 047f29ee o 47 f 29 ee 5
118 2 1.125 0.0314 0.0038 0.1816 0.4767 8.417 0 NA 0 8.4538 0.011 16 happy Ov1 1535 047f29ee o 47 f 29 ee 5
119 0 NA 0 0.0015 0.0714 0.1343 8.3304 0 NA 0 8.3758 0 19 disgust Ov1 1535 047f29ee o 47 f 29 ee 5
120 1 1 0.0109 0.0023 0.1122 0.2264 8.2807 0 NA 0 8.3221 0.0069 22 anger Ov2 1535 047f29ee o 47 f 29 ee 1
121 0 NA 0 9e-4 0.0423 0.1735 8.2637 0 NA 0 8.2705 0.0067 27 fear Ov2 1535 047f29ee o 47 f 29 ee 1
122 0 NA 0 8e-4 0.038 0.1433 8.2704 0 NA 0 8.3389 0.0012 28 surprise Ov2 1535 047f29ee o 47 f 29 ee 1
123 0 NA 0 0 0 0.1015 8.2569 0 NA 0 8.2872 0.0033 23 happy Ov2 1535 047f29ee o 47 f 29 ee 1
124 0 NA 0 0.0019 0.091 0.0901 8.2206 0 NA 0 8.2299 0.0028 26 disgust Ov2 1535 047f29ee o 47 f 29 ee 1
125 0 NA 0 0.0013 0.0616 0.0659 8.1654 0 NA 0 8.172 4e-4 25 neutral Ov2 1535 047f29ee o 47 f 29 ee 1
126 1 1.563 0.0142 0.0023 0.1081 0.1737 8.111 0 NA 0 8.1295 0.0056 24 sad Ov2 1535 047f29ee o 47 f 29 ee 1
127 0 NA 0 6e-4 0.0297 0.0675 8.0682 0 NA 0 8.0837 5e-4 20 fear Ov1 1535 047f29ee o 47 f 29 ee 2
128 0 NA 0 0.0016 0.0746 0.1347 8.0089 0 NA 0 8.0212 0.0032 19 disgust Ov1 1535 047f29ee o 47 f 29 ee 2
129 0 NA 0 3e-4 0.0126 0.0369 7.9687 0 NA 0 7.9701 5e-4 18 neutral Ov1 1535 047f29ee o 47 f 29 ee 2
130 0 NA 0 0 0 0.0394 7.9197 0 NA 0 7.9256 2e-4 15 anger Ov1 1535 047f29ee o 47 f 29 ee 2
131 1 1.938 0.0187 0.0031 0.1484 0.2372 7.8747 1 1.688 0.0122 7.898 0.014 17 sad Ov1 1535 047f29ee o 47 f 29 ee 2
132 1 1.437 0.0179 0.0019 0.0905 0.1596 7.8361 0 NA 0 7.873 0.004 16 happy Ov1 1535 047f29ee o 47 f 29 ee 2
133 0 NA 0 0.0013 0.0626 0.1333 7.8003 0 NA 0 7.8161 0.0025 21 surprise Ov1 1535 047f29ee o 47 f 29 ee 2
134 0 NA 0 0.0025 0.1219 0.1512 7.7621 0 NA 0 7.771 0.0067 25 neutral Ov2 1535 047f29ee o 47 f 29 ee 3
135 1 1.813 0.0121 0.0018 0.087 0.181 7.7215 0 NA 0 7.7451 0.0055 26 disgust Ov2 1535 047f29ee o 47 f 29 ee 3
136 1 3.5 0.0152 0.0026 0.1233 0.2615 7.6845 0 NA 0 7.6978 0.0113 24 sad Ov2 1535 047f29ee o 47 f 29 ee 3
137 1 1.312 0.0115 0.0012 0.058 0.1298 7.6504 0 NA 0 7.6767 0.0037 22 anger Ov2 1535 047f29ee o 47 f 29 ee 3
138 1 3.313 0.0119 0.0029 0.1381 0.1606 7.6178 0 NA 0 7.6354 0.0033 28 surprise Ov2 1535 047f29ee o 47 f 29 ee 3
139 2 1.25 0.0231 0.0031 0.1499 0.3143 7.582 0 NA 0 7.6035 0.0075 27 fear Ov2 1535 047f29ee o 47 f 29 ee 3
140 0 NA 0 0.0013 0.0621 0.1579 7.5224 0 NA 0 7.5292 0.0036 23 happy Ov2 1535 047f29ee o 47 f 29 ee 3
141 1 3.812 0.0235 0.0035 0.1674 0.2332 7.4719 1 3.687 0.011 7.499 0.0029 15 anger Ov1 1535 047f29ee o 47 f 29 ee 4
142 1 1.688 0.0454 0.0093 0.4442 0.6435 7.5641 0 NA 0 7.8249 0.0967 19 disgust Ov1 1535 047f29ee o 47 f 29 ee 4
143 1 2.687 0.0225 0.0021 0.0988 0.1982 7.7045 1 2.375 0.0138 7.8055 0.0145 20 fear Ov1 1535 047f29ee o 47 f 29 ee 4
144 0 NA 0 3e-4 0.014 0.0452 7.7498 0 NA 0 7.7969 9e-4 21 surprise Ov1 1535 047f29ee o 47 f 29 ee 4
145 0 NA 0 0 0 0.0509 7.7352 0 NA 0 7.7408 5e-4 18 neutral Ov1 1535 047f29ee o 47 f 29 ee 4
146 0 NA 0 3e-4 0.0164 0.0797 7.6932 0 NA 0 7.7046 7e-4 16 happy Ov1 1535 047f29ee o 47 f 29 ee 4
147 0 NA 0 1e-4 0.0042 0.0404 7.644 0 NA 0 7.6462 2e-4 17 sad Ov1 1535 047f29ee o 47 f 29 ee 4
148 0 NA 0 6e-4 0.0305 0.0913 7.5945 0 NA 0 7.6163 3e-4 27 fear Ov2 1535 047f29ee o 47 f 29 ee 5
149 0 NA 0 9e-4 0.0412 0.0445 7.5473 0 NA 0 7.5546 2e-4 26 disgust Ov2 1535 047f29ee o 47 f 29 ee 5
150 0 NA 0 4e-4 0.0177 0.0364 7.4952 0 NA 0 7.5034 0 28 surprise Ov2 1535 047f29ee o 47 f 29 ee 5
151 0 NA 0 4e-4 0.0198 0.0445 7.4386 0 NA 0 7.4476 0 25 neutral Ov2 1535 047f29ee o 47 f 29 ee 5
152 1 1.312 0.0107 0.0013 0.0628 0.069 7.3829 0 NA 0 7.3925 5e-4 22 anger Ov2 1535 047f29ee o 47 f 29 ee 5
153 0 NA 0 6e-4 0.0287 0.0296 7.3294 0 NA 0 7.3376 1e-4 23 happy Ov2 1535 047f29ee o 47 f 29 ee 5
154 0 NA 0 0.0012 0.057 0.0939 7.2759 0 NA 0 7.2876 0.0016 24 sad Ov2 1535 047f29ee o 47 f 29 ee 5
155 1 4 0.0258 0.0028 0.1367 0.213 7.7303 1 1.063 0.0803 7.74 0.0251 34 fear Un1 1535 047f29ee o 47 f 29 ee 1
156 0 NA 0 8e-4 0.0366 0.0588 7.6538 0 NA 0 7.6553 0 35 surprise Un1 1535 047f29ee o 47 f 29 ee 1
157 0 NA 0 3e-4 0.0156 0.0211 7.435 0 NA 0 7.4416 0 30 happy Un1 1535 047f29ee o 47 f 29 ee 1
158 2 1.937 0.0366 0.0049 0.2342 0.1605 7.22 0 NA 0 7.2525 0.0016 31 sad Un1 1535 047f29ee o 47 f 29 ee 1
159 3 1.125 0.0407 0.0058 0.2806 0.1849 8.0916 1 2.438 0.035 8.4286 0.015 29 anger Un1 1535 047f29ee o 47 f 29 ee 1
160 0 NA 0 9e-4 0.0435 0.0513 8.3901 0 NA 0 8.4323 0 33 disgust Un1 1535 047f29ee o 47 f 29 ee 1
161 1 1.625 0.0163 0.0033 0.1564 0.1926 8.2275 0 NA 0 8.2403 0.0045 32 neutral Un1 1535 047f29ee o 47 f 29 ee 1
162 0 NA 0 0.0027 0.1297 0.069 8.0117 0 NA 0 8.0299 6e-4 40 disgust Un2 1535 047f29ee o 47 f 29 ee 2
163 0 NA 0 0.0018 0.0878 0.0699 7.8531 0 NA 0 7.8599 0.001 38 sad Un2 1535 047f29ee o 47 f 29 ee 2
164 1 3.563 0.0123 0.0032 0.155 0.1305 7.6779 0 NA 0 7.6975 0.0031 42 surprise Un2 1535 047f29ee o 47 f 29 ee 2
165 1 3.25 0.0311 0.0037 0.1789 0.1525 7.535 1 2.75 0.0159 7.543 0.0136 41 fear Un2 1535 047f29ee o 47 f 29 ee 2
166 0 NA 0 0.0026 0.1245 0.0653 7.4342 0 NA 0 7.4433 0.003 36 anger Un2 1535 047f29ee o 47 f 29 ee 2
167 0 NA 0 0.0016 0.0751 0.0484 7.2809 0 NA 0 7.287 2e-4 39 neutral Un2 1535 047f29ee o 47 f 29 ee 2
168 1 3.687 0.0665 0.0067 0.3217 0.3108 7.1685 1 2.625 0.0969 7.1746 0.0307 37 happy Un2 1535 047f29ee o 47 f 29 ee 2
169 0 NA 0 0.0011 0.051 0.0592 7.1483 0 NA 0 7.1541 4e-4 29 anger Un1 1535 047f29ee o 47 f 29 ee 3
170 1 3.438 0.0472 0.0049 0.2336 0.2525 7.1085 1 3 0.0553 7.1102 0.0199 30 happy Un1 1535 047f29ee o 47 f 29 ee 3
171 1 3.625 0.0142 0.002 0.0945 0.1072 7.0783 0 NA 0 7.1212 0.0012 32 neutral Un1 1535 047f29ee o 47 f 29 ee 3
172 0 NA 0 0.0011 0.0521 0.108 7.0551 0 NA 0 7.079 6e-4 35 surprise Un1 1535 047f29ee o 47 f 29 ee 3
173 0 NA 0 5e-4 0.0228 0.037 7.0296 0 NA 0 7.0385 5e-4 33 disgust Un1 1535 047f29ee o 47 f 29 ee 3
174 0 NA 0 0 2e-4 0.0202 6.9872 0 NA 0 6.9945 0 31 sad Un1 1535 047f29ee o 47 f 29 ee 3
175 1 1.5 0.0108 0.0012 0.0578 0.0974 6.9476 0 NA 0 6.9562 0.0035 34 fear Un1 1535 047f29ee o 47 f 29 ee 3
176 0 NA 0 5e-4 0.0261 0.0395 6.8908 0 NA 0 6.9082 2e-4 37 happy Un2 1535 047f29ee o 47 f 29 ee 4
177 0 NA 0 2e-4 0.0102 0.0431 6.8618 0 NA 0 6.8682 2e-4 38 sad Un2 1535 047f29ee o 47 f 29 ee 4
178 0 NA 0 0 0 0.0416 6.8246 0 NA 0 6.8306 4e-4 42 surprise Un2 1535 047f29ee o 47 f 29 ee 4
179 0 NA 0 9e-4 0.0425 0.0679 6.7852 0 NA 0 6.7903 0.001 41 fear Un2 1535 047f29ee o 47 f 29 ee 4
180 1 1.813 0.0203 0.0035 0.1694 0.1052 6.7339 1 1.125 0.0121 6.7496 0.0125 39 neutral Un2 1535 047f29ee o 47 f 29 ee 4
181 0 NA 0 0.0012 0.0553 0.0536 6.706 0 NA 0 6.7296 3e-4 36 anger Un2 1535 047f29ee o 47 f 29 ee 4
182 0 NA 0 2e-4 0.0098 0.035 6.678 0 NA 0 6.6919 1e-4 40 disgust Un2 1535 047f29ee o 47 f 29 ee 4
183 0 NA 0 0.0016 0.0745 0.0744 6.6499 0 NA 0 6.6639 7e-4 31 sad Un1 1535 047f29ee o 47 f 29 ee 5
184 0 NA 0 3e-4 0.016 0.1263 6.6233 0 NA 0 6.6375 0.0032 33 disgust Un1 1535 047f29ee o 47 f 29 ee 5
185 0 NA 0 4e-4 0.0197 0.0216 6.5955 0 NA 0 6.6031 1e-4 34 fear Un1 1535 047f29ee o 47 f 29 ee 5
186 0 NA 0 0 0 0.0318 6.5607 0 NA 0 6.5655 1e-4 35 surprise Un1 1535 047f29ee o 47 f 29 ee 5
187 0 NA 0 8e-4 0.0403 0.0487 6.5279 0 NA 0 6.5336 5e-4 29 anger Un1 1535 047f29ee o 47 f 29 ee 5
188 0 NA 0 9e-4 0.0433 0.0444 6.4977 0 NA 0 6.5058 5e-4 32 neutral Un1 1535 047f29ee o 47 f 29 ee 5
189 0 NA 0 7e-4 0.0352 0.0264 6.4684 0 NA 0 6.4776 3e-4 30 happy Un1 1535 047f29ee o 47 f 29 ee 5
190 0 NA 0 0.0011 0.0534 0.0397 6.4307 0 NA 0 6.444 3e-4 39 neutral Un2 1535 047f29ee o 47 f 29 ee 1
191 1 3.5 0.0102 0.0015 0.0705 0.1182 6.414 0 NA 0 6.4243 0.0043 41 fear Un2 1535 047f29ee o 47 f 29 ee 1
192 0 NA 0 0 0 0.0167 6.3947 0 NA 0 6.3992000000000004 3e-4 42 surprise Un2 1535 047f29ee o 47 f 29 ee 1
193 0 NA 0 8e-4 0.0396 0.0297 6.3686 0 NA 0 6.3789 5e-4 37 happy Un2 1535 047f29ee o 47 f 29 ee 1
194 0 NA 0 5e-4 0.0217 0.033 6.3422 0 NA 0 6.354 1e-4 36 anger Un2 1535 047f29ee o 47 f 29 ee 1
195 2 3.313 0.0608 0.0063 0.3003 0.2133 6.3135 1 2.375 0.0546 6.3257 0.032 38 sad Un2 1535 047f29ee o 47 f 29 ee 1
196 0 NA 0 6e-4 0.0311 0.0225 6.3024 0 NA 0 6.3455 0 40 disgust Un2 1535 047f29ee o 47 f 29 ee 1
197 0 NA 0 2e-4 0.0102 0.0816 6.2912 0 NA 0 6.3067 0.0022 32 neutral Un1 1535 047f29ee o 47 f 29 ee 2
198 0 NA 0 0 0 0.0233 6.2623 0 NA 0 6.2684 0 34 fear Un1 1535 047f29ee o 47 f 29 ee 2
199 0 NA 0 0.001 0.049 0.0448 6.2238 0 NA 0 6.2478 0 31 sad Un1 1535 047f29ee o 47 f 29 ee 2
200 0 NA 0 5e-4 0.0242 0.0702 6.1888 0 NA 0 6.2081 5e-4 29 anger Un1 1535 047f29ee o 47 f 29 ee 2
201 0 NA 0 8e-4 0.04 0.0477 6.1388 0 NA 0 6.1572 1e-4 33 disgust Un1 1535 047f29ee o 47 f 29 ee 2
202 0 NA 0 0 0 0.0198 6.1041 0 NA 0 6.1084 0 30 happy Un1 1535 047f29ee o 47 f 29 ee 2
203 0 NA 0 7e-4 0.035 0.0558 6.0706 0 NA 0 6.0728 9e-4 35 surprise Un1 1535 047f29ee o 47 f 29 ee 2
204 0 NA 0 0.001 0.0495 0.0619 6.0417 0 NA 0 6.0582 3e-4 37 happy Un2 1535 047f29ee o 47 f 29 ee 3
205 0 NA 0 3e-4 0.0129 0.0187 6.0144 0 NA 0 6.0233 1e-4 36 anger Un2 1535 047f29ee o 47 f 29 ee 3
206 0 NA 0 9e-4 0.044 0.0363 5.9843 0 NA 0 5.9872 2e-4 41 fear Un2 1535 047f29ee o 47 f 29 ee 3
207 0 NA 0 8e-4 0.0405 0.0397 5.953 0 NA 0 5.9624 5e-4 38 sad Un2 1535 047f29ee o 47 f 29 ee 3
208 1 3.813 0.0104 0.0022 0.1067 0.0856 5.9397 1 2.188 0.0377 5.9485 0.0112 42 surprise Un2 1535 047f29ee o 47 f 29 ee 3
209 0 NA 0 6e-4 0.0286 0.0302 5.9354 0 NA 0 5.9749 1e-4 40 disgust Un2 1535 047f29ee o 47 f 29 ee 3
210 1 2.188 0.0128 0.0021 0.1011 0.1016 5.9278 0 NA 0 5.9425 0.0074 39 neutral Un2 1535 047f29ee o 47 f 29 ee 3
211 0 NA 0 3e-4 0.0161 0.0312 5.9086 0 NA 0 5.9265 2e-4 33 disgust Un1 1535 047f29ee o 47 f 29 ee 4
212 0 NA 0 8e-4 0.0401 0.027 5.889 0 NA 0 5.8967 2e-4 29 anger Un1 1535 047f29ee o 47 f 29 ee 4
213 0 NA 0 2e-4 0.0074 0.0188 5.8681 0 NA 0 5.8723 3e-4 32 neutral Un1 1535 047f29ee o 47 f 29 ee 4
214 0 NA 0 0 0 0.0158 5.8453 0 NA 0 5.8487 0 35 surprise Un1 1535 047f29ee o 47 f 29 ee 4
215 0 NA 0 1e-4 0.0067 0.0253 5.8204 0 NA 0 5.8232 0 34 fear Un1 1535 047f29ee o 47 f 29 ee 4
216 0 NA 0 2e-4 0.0082 0.0195 5.7929 0 NA 0 5.7967 0 30 happy Un1 1535 047f29ee o 47 f 29 ee 4
217 2 1.687 0.0588 0.0121 0.58 0.6451 5.8404 0 NA 0 6.1392 0.1163 31 sad Un1 1535 047f29ee o 47 f 29 ee 4
218 2 1.5 0.0217 0.0028 0.1325 0.0871 5.9452 0 NA 0 6.0775 0 37 happy Un2 1535 047f29ee o 47 f 29 ee 5
219 0 NA 0 0 0 0.0669 5.9976 0 NA 0 6.0079 0.001 36 anger Un2 1535 047f29ee o 47 f 29 ee 5
220 0 NA 0 6e-4 0.0307 0.0457 5.9811 0 NA 0 5.9849 4e-4 39 neutral Un2 1535 047f29ee o 47 f 29 ee 5
221 1 2.625 0.0122 0.0029 0.1415 0.0646 5.9367 0 NA 0 5.9629 1e-4 38 sad Un2 1535 047f29ee o 47 f 29 ee 5
222 1 3.937 0.1832 0.015 0.7177 1.2755 5.9339 1 2.812 0.5852 5.9506 0.0796 41 fear Un2 1535 047f29ee o 47 f 29 ee 5
223 3 2.625 0.0724 0.009 0.4297 0.3023 6.1204 0 NA 0 6.4866 0.0012 40 disgust Un2 1535 047f29ee o 47 f 29 ee 5
224 3 1.688 0.0589 0.0085 0.4086 0.2105 6.2545 0 NA 0 6.4663 0.0023 42 surprise Un2 1535 047f29ee o 47 f 29 ee 5
1 1 2.125 0.8492 0.0702 3.369 9.487 7.6515 1 1.75 0.6645 8.5337 0.6733 4 neutral Ekm 1536 048m23ee o 48 m 23 ee 1
2 1 1.625 0.8848 0.0963 4.6221 8.0517 7.409 1 1.125 0.7568 8.2927 0.7607 7 surprise Ekm 1536 048m23ee o 48 m 23 ee 1
3 2 2.125 1.0162 0.117 5.6174 5.8852 7.5071 2 1.375 0.8311 7.9547 0.5091 3 sad Ekm 1536 048m23ee o 48 m 23 ee 1
4 1 2.25 0.6568 0.0814 3.9053 3.5359 7.4966 1 1.5 0.5266 8.0828 0.5297 2 happy Ekm 1536 048m23ee o 48 m 23 ee 1
5 2 1.125 0.6522 0.0814 3.9064 3.4634 7.5367 1 1 0.6781 7.9725 0.439 1 anger Ekm 1536 048m23ee o 48 m 23 ee 1
6 1 1.875 0.5795 0.0568 2.7252 5.38 7.5594 1 1.437 0.4886 8.1985 0.4946 6 fear Ekm 1536 048m23ee o 48 m 23 ee 1
7 1 2.625 0.4188 0.0633 3.0382 3.3537 7.631 1 2.125 0.5771 7.9801 0.3361 5 disgust Ekm 1536 048m23ee o 48 m 23 ee 1
8 2 1.812 0.7112 0.0744 3.5736 5.5106 7.5639 1 3.125 0.513 7.8906 0.136 5 disgust Ekm 1536 048m23ee o 48 m 23 ee 2
9 1 2 0.6447 0.0691 3.3174 3.78 7.2387 1 1.5 0.3069 8.1125 0.3115 3 sad Ekm 1536 048m23ee o 48 m 23 ee 2
10 1 2.25 0.5343 0.0666 3.1984 2.9507 7.1601 1 1.562 0.2503 8.0637 0.2531 1 anger Ekm 1536 048m23ee o 48 m 23 ee 2
11 1 3.375 0.2962 0.0543 2.6077 2.233 7.342 1 2.937 0.1605 8.1054 0.1621 7 surprise Ekm 1536 048m23ee o 48 m 23 ee 2
12 1 1.75 0.1245 0.0116 0.5552 0.7974 7.6946 1 1.25 0.0765 7.9707 0.0777 4 neutral Ekm 1536 048m23ee o 48 m 23 ee 2
13 0 NA 0 0.0055 0.2631 2.4027 7.8061 0 NA 0 8.1367 0.1842 2 happy Ekm 1536 048m23ee o 48 m 23 ee 2
14 1 2.688 0.1455 0.0193 0.9261 1.28 7.8216 2 2.25 0.1941 7.9388 0.1152 6 fear Ekm 1536 048m23ee o 48 m 23 ee 2
15 1 1.563 0.0952 0.0076 0.3651 0.79 7.8009 0 NA 0 7.909 0.0677 6 fear Ekm 1536 048m23ee o 48 m 23 ee 3
16 1 3.125 0.5559 0.0764 3.6683 3.8786 7.7467 1 2.125 0.5265 7.9297 0.5053 1 anger Ekm 1536 048m23ee o 48 m 23 ee 3
17 2 1.25 0.3073 0.0309 1.4828 2.1521 7.7475 1 3.125 0.0172 8.082 0.1832 7 surprise Ekm 1536 048m23ee o 48 m 23 ee 3
18 1 3 0.2453 0.0335 1.6062 1.8897 7.7915 1 2.312 0.2216 7.9498 0.2168 2 happy Ekm 1536 048m23ee o 48 m 23 ee 3
19 2 1.062 0.0381 0.0043 0.2075 0.2113 7.8631 0 NA 0 7.9913 0.002 3 sad Ekm 1536 048m23ee o 48 m 23 ee 3
20 1 2.688 0.132 0.0169 0.8098 1.1168 7.9038 1 2.25 0.1156 7.9988 0.1165 4 neutral Ekm 1536 048m23ee o 48 m 23 ee 3
21 1 2.625 0.1713 0.0207 0.9931 1.3224 7.9318 1 2.062 0.1721 7.9987 0.1731 5 disgust Ekm 1536 048m23ee o 48 m 23 ee 3
22 1 3.625 0.1486 0.0199 0.9559 1.3249 7.9546 1 3 0.1434 7.9949 0.0881 5 disgust Ekm 1536 048m23ee o 48 m 23 ee 4
23 1 3.375 0.0722 0.0089 0.4265 0.5239 7.9361 1 2.875 0.0523 7.9998 0.0442 2 happy Ekm 1536 048m23ee o 48 m 23 ee 4
24 1 3.062 0.1917 0.0271 1.2985 1.2166 7.9167 1 2.187 0.1754 8.0123 0.1662 1 anger Ekm 1536 048m23ee o 48 m 23 ee 4
25 1 1.125 0.4207 0.0364 1.7449 3.2362 7.9548 1 3.875 0.0459 8.3307 0.3674 6 fear Ekm 1536 048m23ee o 48 m 23 ee 4
26 2 1.125 0.3444 0.0335 1.6092 1.3271 7.9882 1 2.938 0.066 8.279 0.1428 7 surprise Ekm 1536 048m23ee o 48 m 23 ee 4
27 1 3.438 0.2405 0.0319 1.5332 1.6484 7.9769 1 3 0.1486 8.2545 0.1131 3 sad Ekm 1536 048m23ee o 48 m 23 ee 4
28 2 1.812 0.105 0.0145 0.6943 0.693 8.0361 1 2.75 0.0583 8.2238 0.0526 4 neutral Ekm 1536 048m23ee o 48 m 23 ee 4
29 0 NA 0 0 0 6.4072 8.2313 0 NA 0 9.1048 0.5807 3 sad Ekm 1536 048m23ee o 48 m 23 ee 5
30 1 2.687 0.9188 0.1111 5.3327 6.8096 8.3032 1 2.062 0.8494 8.8097 0.8555 4 neutral Ekm 1536 048m23ee o 48 m 23 ee 5
31 2 1.875 0.2266 0.0286 1.3734 0.998 8.3545 1 3 0.0395 8.8247 0.0405 6 fear Ekm 1536 048m23ee o 48 m 23 ee 5
32 2 1.937 0.247 0.0316 1.5168 1.3811 8.4096 1 1.812 0.1326 8.7258 0.1335 1 anger Ekm 1536 048m23ee o 48 m 23 ee 5
33 1 3.437 0.4834 0.0684 3.2855 3.1216 8.5206 1 2.687 0.4059 8.8583 0.2818 7 surprise Ekm 1536 048m23ee o 48 m 23 ee 5
34 2 1.75 0.0953 0.0126 0.6034 0.4205 8.6242 1 2.562 0.034 8.7733 0.0367 2 happy Ekm 1536 048m23ee o 48 m 23 ee 5
35 1 3 0.2559 0.034 1.6305 2.0946 8.6234 1 2.5 0.2082 8.7909 0.2089 5 disgust Ekm 1536 048m23ee o 48 m 23 ee 5
36 2 1.438 0.1194 0.0164 0.786 0.6305 8.5574 1 2.563 0.0468 8.7014 0.0474 3 sad Ekm 1536 048m23ee o 48 m 23 ee 6
37 1 3.312 0.013 0 0 1.8735 8.5445 1 3.187 0.0552 9.3722 0.0563 2 happy Ekm 1536 048m23ee o 48 m 23 ee 6
38 1 3.125 0.0957 0.0135 0.6486 0.5782 8.6821 1 2.75 0.0739 8.8286 0.0518 7 surprise Ekm 1536 048m23ee o 48 m 23 ee 6
39 1 2.563 0.0727 0.0079 0.3786 0.6739 8.7152 1 2.125 0.0558 8.7739 0.0565 6 fear Ekm 1536 048m23ee o 48 m 23 ee 6
40 2 1.375 0.3341 0.0444 2.1304 2.9067 8.6765 1 2.375 0.308 8.7909 0.3152 4 neutral Ekm 1536 048m23ee o 48 m 23 ee 6
41 1 1.437 0.2928 0.0274 1.3142 1.9443 8.6454 0 NA 0 8.9323 0.2177 1 anger Ekm 1536 048m23ee o 48 m 23 ee 6
42 1 3.813 0.0203 0.0069 0.3325 2.0763 8.6001 0 NA 0 8.9179 0.167 5 disgust Ekm 1536 048m23ee o 48 m 23 ee 6
43 2 1.563 0.8585 0.1435 6.8875 5.2634 8.5957 1 2.625 0.4177 9.9348 0.3355 14 surprise Ver 1536 048m23ee o 48 m 23 ee 1
44 1 2.812 0.0774 0.012 0.5747 0.4322 8.9623 0 NA 0 9.5496 0.0021 10 sad Ver 1536 048m23ee o 48 m 23 ee 1
45 3 1.187 0.3816 0.0481 2.309 2.716 9.1702 1 2.375 0.2934 9.4188 0.2931 11 neutral Ver 1536 048m23ee o 48 m 23 ee 1
46 2 2.25 1.8408 0.2412 11.5767 12.8802 9.1765 1 1.813 1.7019 9.5337 1.3227 8 anger Ver 1536 048m23ee o 48 m 23 ee 1
47 1 3.062 0.0467 0 0 0.6135 9.1768 0 NA 0 9.7569 0 9 happy Ver 1536 048m23ee o 48 m 23 ee 1
48 1 2.937 0.0927 0.0121 0.5803 0.6793 9.2424 1 2.437 0.0515 9.3701 0.0531 12 disgust Ver 1536 048m23ee o 48 m 23 ee 1
49 1 2.75 0.09 0.0698 3.3506 8.3216 9.1077 1 2.125 1.0574 9.1668 0.1735 13 fear Ver 1536 048m23ee o 48 m 23 ee 1
50 2 1.063 0.1219 0.0164 0.7855 0.477 9.0112 0 NA 0 9.3802 0 13 fear Ver 1536 048m23ee o 48 m 23 ee 2
51 3 1.375 0.1448 0.0165 0.794 0.5058 8.9963 1 3.438 0.0102 9.339 0.0067 12 disgust Ver 1536 048m23ee o 48 m 23 ee 2
52 1 1.687 0.0141 0.0212 1.0169 1.9487 9.0146 1 3.187 0.4261 9.1675 0.0225 14 surprise Ver 1536 048m23ee o 48 m 23 ee 2
53 1 3.438 1.1921 0.1704 8.1806 9.2157 8.9698 1 2.313 1.0768 9.3299 0.8238 8 anger Ver 1536 048m23ee o 48 m 23 ee 2
54 2 1.25 1.068 0.1515 7.2741 8.4135 8.9972 1 2.688 0.9431 9.4821 0.8226 9 happy Ver 1536 048m23ee o 48 m 23 ee 2
55 2 1.875 0.1963 0.0258 1.2373 1.3753 9.1118 1 2.937 0.0928 9.4103 0.088 10 sad Ver 1536 048m23ee o 48 m 23 ee 2
56 1 3.812 0.7664 0.089 4.2728 5.9825 9.1761 1 2.875 0.7244 9.3621 0.322 11 neutral Ver 1536 048m23ee o 48 m 23 ee 2
